uid,name,location,togo,notification hot checkin,news hot checkin,notification hot spot,news hot spot,viewed checkin,liked,saved
U11,藍,源味本舖現烤蛋糕,True,False,False,False,False,False,False,False
U11,藍,滬尾偕醫館,True,False,False,False,False,False,False,False
U11,藍,福佑宮,True,False,False,False,False,False,False,False
U11,藍,龍山寺,True,False,False,False,False,False,False,False
U11,藍,藝術工坊,True,False,False,False,False,False,False,False
U11,藍,藝術穿堂,True,False,False,False,False,False,False,False
U73,paul,小白宮,True,False,False,False,False,False,False,False
U73,paul,合益魚酥,True,False,False,False,False,False,False,False
U73,paul,老牌阿給,True,False,False,False,False,False,False,False
U73,paul,姑娘樓,True,False,False,False,False,False,False,False
U73,paul,阿婆鐵蛋,True,False,False,False,False,False,False,False
U73,paul,阿媽的酸梅湯,True,False,False,False,False,False,False,False
U73,paul,紅毛城,True,False,False,False,False,False,False,False
U73,paul,英國領事館,True,False,False,False,False,False,False,False
U73,paul,真理大學/淡水老街,True,False,False,False,False,False,False,False
U73,paul,可口魚丸,True,False,False,False,False,False,False,False
U65,77,文化阿給,True,False,False,False,False,False,False,False
U65,77,海關碼頭,True,False,False,False,False,False,False,False
